,count,mean,std,min,25%,50%,75%,max
height,1024.0,2258.5390625,1253.008531377301,168.0,1200.0,2268.0,3024.0,12032.0
width,1024.0,2298.6640625,1499.4665628339915,151.0,1080.0,1867.0,4032.0,9024.0
size,1024.0,6724846.037109375,6885782.027173427,28690.0,1410210.0,3145728.0,12192768.0,108576768.0
aspect_ratio,1024.0,1.0333635894688542,0.366448459142367,0.38980263157894735,0.75,1.0,1.3333333333333333,2.224
